Sort,State,FIPS,County,CountySeat(s),Population(2010),LandAreakm2,LandAreami2,WaterAreakm2,WaterAreami2,TotalAreakm2,TotalAreami2,Latitude,Longitude,Hover
171,AR,5119,Pulaski,Little Rock,"382,748","1,967.78",759.763,124.062,47.9,"2,091.84",807.663,34.773988,-92.316515,Pulaski<br>AR<br>05119
172,AR,5121,Randolph,Pocahontas,"17,969","1,689.17",652.191,9.968,3.849,"1,699.13",656.04,36.341299,-91.028441,Randolph<br>AR<br>05121
173,AR,5123,St. Francis,Forrest City,"28,258","1,644.05",634.771,20.05,7.741,"1,664.10",642.512,35.014438,-90.742199,St. Francis<br>AR<br>05123
174,AR,5125,Saline,Benton,"107,118","1,874.13",723.604,17.836,6.886,"1,891.96",730.49,34.648525,-92.674463,Saline<br>AR<br>05125
175,AR,5127,Scott,Waldron,"11,233","2,311.10",892.32,14.901,5.753,"2,326.00",898.073,34.858869,-94.063641,Scott<br>AR<br>05127
176,AR,5129,Searcy,Marshall,"8,195","1,725.18",666.095,6.257,2.416,"1,731.43",668.511,35.90966,-92.699351,Searcy<br>AR<br>05129
177,AR,5131,Sebastian,"Greenwood, Fort Smith","125,744","1,377.64",531.911,36.906,14.249,"1,414.55",546.16,35.196981,-94.274989,Sebastian<br>AR<br>05131
178,AR,5133,Sevier,De Queen,"17,058","1,463.67",565.126,41.831,16.151,"1,505.50",581.277,33.994608,-94.24329,Sevier<br>AR<br>05133
179,AR,5135,Sharp,Ash Flat,"17,264","1,565.49",604.439,5.173,1.997,"1,570.66",606.436,36.173399,-91.471069,Sharp<br>AR<br>05135
180,AR,5137,Stone,Mountain View,"12,394","1,570.58",606.405,7.839,3.027,"1,578.42",609.432,35.856989,-92.140494,Stone<br>AR<br>05137
181,AR,5139,Union,El Dorado,"41,639","2,691.55","1,039.21",41.402,15.985,"2,732.95","1,055.20",33.168219,-92.598145,Union<br>AR<br>05139
182,AR,5141,Van Buren,Clinton,"17,295","1,834.08",708.143,41.806,16.141,"1,875.89",724.284,35.582959,-92.515977,Van Buren<br>AR<br>05141
183,AR,5143,Washington,Fayetteville,"203,065","2,439.68",941.966,27.047,10.443,"2,466.73",952.409,35.971209,-94.218417,Washington<br>AR<br>05143
184,AR,5145,White,Searcy,"77,076","2,680.83","1,035.08",18.311,7.07,"2,699.14","1,042.15",35.254722,-91.753158,White<br>AR<br>05145
185,AR,5147,Woodruff,Augusta,"7,260","1,519.78",586.791,18.708,7.223,"1,538.49",594.014,35.189071,-91.244418,Woodruff<br>AR<br>05147
186,AR,5149,Yell,"Dardanelle, Danville","22,185","2,408.65",929.984,48.88,18.873,"2,457.53",948.857,34.997713,-93.408303,Yell<br>AR<br>05149
187,CA,6001,Alameda,Oakland,"1,510,271","1,914.05",739.017,213.185,82.311,"2,127.23",821.328,37.648081,-121.913304,Alameda<br>CA<br>06001
188,CA,6003,Alpine,Markleeville,"1,175","1,912.27",738.332,12.557,4.848,"1,924.83",743.18,38.61761,-119.798999,Alpine<br>CA<br>06003
189,CA,6005,Amador,Jackson,"38,091","1,539.96",594.583,29.457,11.373,"1,569.42",605.956,38.44355,-120.653856,Amador<br>CA<br>06005
190,CA,6007,Butte,Oroville,"220,000","4,238.42","1,636.46",105.326,40.667,"4,343.75","1,677.13",39.665959,-121.601919,Butte<br>CA<br>06007
191,CA,6009,Calaveras,San Andreas,"45,578","2,641.82","1,020.01",43.81,16.915,"2,685.63","1,036.93",38.187844,-120.555115,Calaveras<br>CA<br>06009
192,CA,6011,Colusa,Colusa,"21,419","2,980.38","1,150.73",14.581,5.63,"2,994.96","1,156.36",39.177739,-122.237563,Colusa<br>CA<br>06011
193,CA,6013,Contra Costa,Martinez,"1,049,025","1,854.27",715.937,227.485,87.833,"2,081.75",803.77,37.919479,-121.951543,Contra Costa<br>CA<br>06013
194,CA,6015,Del Norte,Crescent City,"28,610","2,606.49","1,006.37",578.526,223.37,"3,185.02","1,229.74",41.749903,-123.980998,Del Norte<br>CA<br>06015
195,CA,6017,El Dorado,Placerville,"181,058","4,423.40","1,707.88",203.243,78.473,"4,626.64","1,786.36",38.785532,-120.534398,El Dorado<br>CA<br>06017
196,CA,6019,Fresno,Fresno,"930,450","15,431.13","5,957.99",137.816,53.211,"15,568.94","6,011.20",36.761006,-119.655019,Fresno<br>CA<br>06019
197,CA,6021,Glenn,Willows,"28,122","3,403.11","1,313.95",33.75,13.031,"3,436.86","1,326.98",39.602546,-122.4017,Glenn<br>CA<br>06021
198,CA,6023,Humboldt,Eureka,"134,623","9,241.05","3,567.99","1,254.26",484.271,"10,495.30","4,052.26",40.706673,-123.925818,Humboldt<br>CA<br>06023
199,CA,6025,Imperial,El Centro,"174,528","10,817.35","4,176.60",790.248,305.116,"11,607.60","4,481.72",33.040816,-115.355395,Imperial<br>CA<br>06025
200,CA,6027,Inyo,Independence,"18,546","26,368.35","10,180.88",119.208,46.026,"26,487.56","10,226.91",36.561977,-117.403927,Inyo<br>CA<br>06027
201,CA,6029,Kern,Bakersfield,"839,631","21,061.57","8,131.92",79.577,30.725,"21,141.14","8,162.64",35.346629,-118.729506,Kern<br>CA<br>06029
202,CA,6031,Kings,Hanford,"152,982","3,598.58","1,389.42",5.469,2.111,"3,604.05","1,391.53",36.072478,-119.81553,Kings<br>CA<br>06031
203,CA,6033,Lake,Lakeport,"64,665","3,254.23","1,256.46",188.962,72.959,"3,443.19","1,329.42",39.094802,-122.746757,Lake<br>CA<br>06033
204,CA,6035,Lassen,Susanville,"34,895","11,761.61","4,541.18",463.441,178.935,"12,225.05","4,720.12",40.721089,-120.629931,Lassen<br>CA<br>06035
205,CA,6037,Los Angeles,Los Angeles,"9,818,605","10,509.87","4,057.88","1,795.01",693.058,"12,304.88","4,750.94",34.196398,-118.261862,Los Angeles<br>CA<br>06037
206,CA,6039,Madera,Madera,"150,865","5,534.98","2,137.07",41.958,16.2,"5,576.94","2,153.27",37.210039,-119.749852,Madera<br>CA<br>06039
207,CA,6041,Marin,San Rafael,"252,409","1,347.59",520.306,797.42,307.886,"2,145.01",828.192,38.051817,-122.745974,Marin<br>CA<br>06041
208,CA,6043,Mariposa,Mariposa,"18,251","3,752.42","1,448.82",36.271,14.004,"3,788.69","1,462.82",37.570034,-119.91286,Mariposa<br>CA<br>06043
209,CA,6045,Mendocino,Ukiah,"87,841","9,081.39","3,506.34",962.953,371.798,"10,044.34","3,878.14",39.432388,-123.442881,Mendocino<br>CA<br>06045
210,CA,6047,Merced,Merced,"255,793","5,011.56","1,934.97",112.76,43.537,"5,124.32","1,978.51",37.194806,-120.722802,Merced<br>CA<br>06047
211,CA,6049,Modoc,Alturas,"9,686","10,146.98","3,917.77",739.774,285.629,"10,886.75","4,203.40",41.592919,-120.71837,Modoc<br>CA<br>06049
212,CA,6051,Mono,Bridgeport,"14,202","7,896.83","3,048.98",214.695,82.894,"8,111.52","3,131.88",37.915836,-118.875167,Mono<br>CA<br>06051
213,CA,6053,Monterey,Salinas,"415,057","8,496.70","3,280.60","1,270.71",490.626,"9,767.42","3,771.22",36.240107,-121.315573,Monterey<br>CA<br>06053
214,CA,6055,Napa,Napa,"136,484","1,938.25",748.362,104.169,40.22,"2,042.42",788.582,38.507351,-122.325995,Napa<br>CA<br>06055
215,CA,6057,Nevada,Nevada City,"98,764","2,480.62",957.772,41.515,16.029,"2,522.13",973.801,39.295191,-120.773446,Nevada<br>CA<br>06057
216,CA,6059,Orange,Santa Ana,"3,010,232","2,047.56",790.568,407.917,157.498,"2,455.48",948.066,33.675687,-117.777207,Orange<br>CA<br>06059
217,CA,6061,Placer,Auburn,"348,432","3,644.14","1,407.01",247.205,95.447,"3,891.34","1,502.46",39.062032,-120.722718,Placer<br>CA<br>06061
218,CA,6063,Plumas,Quincy,"20,007","6,612.35","2,553.04",156.395,60.385,"6,768.75","2,613.43",39.99517,-120.829516,Plumas<br>CA<br>06063
219,CA,6065,Riverside,Riverside,"2,189,641","18,664.70","7,206.48",251.073,96.94,"18,915.77","7,303.42",33.729828,-116.002239,Riverside<br>CA<br>06065
220,CA,6067,Sacramento,Sacramento,"1,418,788","2,498.42",964.644,76.077,29.374,"2,574.49",994.018,38.450011,-121.340441,Sacramento<br>CA<br>06067
221,CA,6069,San Benito,Hollister,"55,269","3,596.74","1,388.71",4.555,1.759,"3,601.30","1,390.47",36.610702,-121.085296,San Benito<br>CA<br>06069
222,CA,6071,San Bernardino,San Bernardino,"2,035,210","51,947.23","20,056.94",124.028,47.888,"52,071.26","20,104.83",34.85722,-116.181197,San Bernardino<br>CA<br>06071
223,CA,6073,San Diego,San Diego,"3,095,313","10,895.12","4,206.63",826.348,319.055,"11,721.47","4,525.69",33.023604,-116.776117,San Diego<br>CA<br>06073
224,CA,6075,San Francisco,San Francisco,"805,235",121.4,46.873,479.19,185.016,600.59,231.889,37.727239,-123.032229,San Francisco<br>CA<br>06075
225,CA,6077,San Joaquin,Stockton,"685,306","3,603.51","1,391.32",91.109,35.177,"3,694.62","1,426.50",37.935034,-121.272237,San Joaquin<br>CA<br>06077
226,CA,6079,San Luis Obispo,San Luis Obispo,"269,637","8,543.25","3,298.57",820.975,316.98,"9,364.22","3,615.55",35.385227,-120.44754,San Luis Obispo<br>CA<br>06079
227,CA,6081,San Mateo,Redwood City,"718,451","1,161.37",448.408,757.704,292.551,"1,919.08",740.959,37.414664,-122.371542,San Mateo<br>CA<br>06081
228,CA,6083,Santa Barbara,Santa Barbara,"423,895","7,083.84","2,735.09","2,729.83","1,053.99","9,813.67","3,789.08",34.537378,-120.038485,Santa Barbara<br>CA<br>06083
229,CA,6085,Santa Clara,San Jose,"1,781,642","3,341.34","1,290.10",36.175,13.967,"3,377.52","1,304.07",37.220777,-121.690622,Santa Clara<br>CA<br>06085
230,CA,6087,Santa Cruz,Santa Cruz,"262,382","1,152.99",445.17,419.569,161.996,"1,572.56",607.166,37.012488,-122.007205,Santa Cruz<br>CA<br>06087
231,CA,6089,Shasta,Redding,"177,223","9,778.25","3,775.40",186.531,72.02,"9,964.78","3,847.42",40.760522,-122.04355,Shasta<br>CA<br>06089
232,CA,6091,Sierra,Downieville,"3,240","2,468.81",953.214,23.299,8.996,"2,492.11",962.21,39.576925,-120.521993,Sierra<br>CA<br>06091
233,CA,6093,Siskiyou,Yreka,"44,900","16,259.65","6,277.89",179.889,69.456,"16,439.54","6,347.34",41.587986,-122.533287,Siskiyou<br>CA<br>06093
234,CA,6095,Solano,Fairfield,"413,344","2,128.36",821.765,218.666,84.427,"2,347.03",906.192,38.267226,-121.939594,Solano<br>CA<br>06095
235,CA,6097,Sonoma,Santa Rosa,"483,878","4,081.43","1,575.85",497.53,192.098,"4,578.96","1,767.95",38.532574,-122.945194,Sonoma<br>CA<br>06097
236,CA,6099,Stanislaus,Modesto,"514,453","3,871.58","1,494.83",51.437,19.86,"3,923.02","1,514.69",37.562384,-121.002656,Stanislaus<br>CA<br>06099
237,CA,6101,Sutter,Yuba City,"94,737","1,560.24",602.41,15.747,6.08,"1,575.98",608.49,39.035257,-121.702758,Sutter<br>CA<br>06101
238,CA,6103,Tehama,Red Bluff,"63,463","7,639.71","2,949.71",32.276,12.462,"7,671.99","2,962.17",40.126156,-122.232276,Tehama<br>CA<br>06103
239,CA,6105,Trinity,Weaverville,"13,786","8,234.23","3,179.25",73.408,28.343,"8,307.64","3,207.60",40.647724,-123.114404,Trinity<br>CA<br>06105
240,CA,6107,Tulare,Visalia,"442,179","12,494.66","4,824.22",37.392,14.437,"12,532.05","4,838.65",36.230453,-118.780542,Tulare<br>CA<br>06107
241,CA,6109,Tuolumne,Sonora,"55,365","5,752.06","2,220.88",138.684,53.546,"5,890.75","2,274.43",38.021451,-119.964708,Tuolumne<br>CA<br>06109
242,CA,6111,Ventura,Ventura,"823,318","4,773.69","1,843.13",945.992,365.249,"5,719.68","2,208.38",34.358742,-119.133143,Ventura<br>CA<br>06111
243,CA,6113,Yolo,Woodland,"200,849","2,628.03","1,014.69",22.969,8.868,"2,651.00","1,023.56",38.679268,-121.903178,Yolo<br>CA<br>06113
244,CA,6115,Yuba,Marysville,"72,155","1,636.45",631.839,30.999,11.969,"1,667.45",643.808,39.270026,-121.34428,Yuba<br>CA<br>06115
245,CO,8001,Adams,Brighton,"441,603","3,024.21","1,167.65",42.07,16.243,"3,066.28","1,183.90",39.874325,-104.331872,Adams<br>CO<br>08001
246,CO,8003,Alamosa,Alamosa,"15,445","1,871.64",722.643,1.808,0.698,"1,873.45",723.341,37.568442,-105.788041,Alamosa<br>CO<br>08003
247,CO,8005,Arapahoe,Littleton,"572,003","2,067.07",798.1,19.004,7.337,"2,086.07",805.437,39.644632,-104.331733,Arapahoe<br>CO<br>08005
248,CO,8007,Archuleta,Pagosa Springs,"12,084","3,496.94","1,350.18",13.828,5.339,"3,510.77","1,355.51",37.202395,-107.050863,Archuleta<br>CO<br>08007
249,CO,8009,Baca,Springfield,"3,788","6,617.33","2,554.97",6.142,2.372,"6,623.48","2,557.34",37.303144,-102.535457,Baca<br>CO<br>08009
250,CO,8011,Bent,Las Animas,"6,499","3,918.29","1,512.86",73.094,28.222,"3,991.39","1,541.08",37.931891,-103.077584,Bent<br>CO<br>08011
251,CO,8013,Boulder,Boulder,"294,567","1,881.08",726.289,36.469,14.081,"1,917.55",740.37,40.094826,-105.398382,Boulder<br>CO<br>08013
252,CO,8014,Broomfield,Broomfield,"55,889",85.558,33.034,1.466,0.566,87.024,33.6,39.953383,-105.052125,Broomfield<br>CO<br>08014
253,CO,8015,Chaffee,Salida,"17,809","2,624.70","1,013.40",4.013,1.55,"2,628.72","1,014.95",38.738246,-106.316972,Chaffee<br>CO<br>08015
254,CO,8017,Cheyenne,Cheyenne Wells,"1,836","4,605.71","1,778.28",8.166,3.153,"4,613.88","1,781.43",38.835387,-102.604585,Cheyenne<br>CO<br>08017
255,CO,8019,Clear Creek,Georgetown,"9,088","1,023.63",395.227,3.28,1.266,"1,026.91",396.493,39.689403,-105.670791,Clear Creek<br>CO<br>08019
256,CO,8021,Conejos,Conejos,"8,256","3,334.33","1,287.39",9.235,3.566,"3,343.56","1,290.96",37.213407,-106.176447,Conejos<br>CO<br>08021
257,CO,8023,Costilla,San Luis,"3,524","3,177.79","1,226.95",8.829,3.409,"3,186.62","1,230.36",37.277547,-105.42894,Costilla<br>CO<br>08023
258,CO,8025,Crowley,Ordway,"5,823","2,039.41",787.421,33.43,12.908,"2,072.84",800.329,38.321956,-103.787562,Crowley<br>CO<br>08025
259,CO,8027,Custer,Westcliffe,"4,255","1,913.03",738.625,3.365,1.299,"1,916.40",739.924,38.101994,-105.373515,Custer<br>CO<br>08027
260,CO,8029,Delta,Delta,"30,952","2,957.90","1,142.05",16.961,6.549,"2,974.86","1,148.60",38.861756,-107.864757,Delta<br>CO<br>08029
261,CO,8031,Denver,Denver,"600,158",396.269,153,4.225,1.631,400.494,154.631,39.761849,-104.880625,Denver<br>CO<br>08031
262,CO,8033,Dolores,Dove Creek,"2,064","2,763.65","1,067.05",2.716,1.049,"2,766.37","1,068.10",37.747602,-108.530383,Dolores<br>CO<br>08033
263,CO,8035,Douglas,Castle Rock,"285,465","2,176.23",840.248,6.789,2.621,"2,183.02",842.869,39.326435,-104.926199,Douglas<br>CO<br>08035
264,CO,8037,Eagle,Eagle,"52,197","4,362.91","1,684.53",18.806,7.261,"4,381.72","1,691.79",39.630638,-106.692944,Eagle<br>CO<br>08037
265,CO,8039,Elbert,Colorado Springs,"23,086","4,793.67","1,850.85",0.442,0.171,"4,794.11","1,851.02",39.310817,-104.117928,Elbert<br>CO<br>08039
266,CO,8041,El Paso,Kiowa,"622,263","5,508.39","2,126.80",7.112,2.746,"5,515.50","2,129.55",38.827383,-104.527472,El Paso<br>CO<br>08041
267,CO,8043,Fremont,Ca–on City,"46,824","3,970.63","1,533.07",2.235,0.863,"3,972.86","1,533.93",38.455658,-105.421438,Fremont<br>CO<br>08043
268,CO,8045,Garfield,Glenwood Springs,"56,389","7,634.15","2,947.56",21.431,8.274,"7,655.58","2,955.84",39.599352,-107.90978,Garfield<br>CO<br>08045
269,CO,8047,Gilpin,Central City,"5,441",388.229,149.896,0.942,0.364,389.171,150.26,39.861082,-105.528947,Gilpin<br>CO<br>08047
270,CO,8049,Grand,Hot Sulphur Springs,"14,843","4,781.97","1,846.33",60.25,23.263,"4,842.22","1,869.59",40.123289,-106.095876,Grand<br>CO<br>08049
271,CO,8051,Gunnison,Gunnison,"15,324","8,389.23","3,239.10",53.172,20.53,"8,442.40","3,259.63",38.669679,-107.078108,Gunnison<br>CO<br>08051
272,CO,8053,Hinsdale,Lake City,843,"2,893.67","1,117.25",15.325,5.917,"2,908.99","1,123.17",37.811625,-107.383405,Hinsdale<br>CO<br>08053
273,CO,8055,Huerfano,Walsenburg,"6,711","4,120.67","1,591.00",5.792,2.236,"4,126.47","1,593.24",37.687815,-104.959928,Huerfano<br>CO<br>08055
274,CO,8057,Jackson,Walden,"1,394","4,179.52","1,613.72",18.75,7.239,"4,198.27","1,620.96",40.663432,-106.329248,Jackson<br>CO<br>08057
275,CO,8059,Jefferson,Golden,"534,543","1,979.29",764.208,25.446,9.825,"2,004.74",774.033,39.58646,-105.245601,Jefferson<br>CO<br>08059
276,CO,8061,Kiowa,Eads,"1,398","4,578.50","1,767.77",47.033,18.16,"4,625.53","1,785.93",38.388466,-102.75621,Kiowa<br>CO<br>08061
277,CO,8063,Kit Carson,Burlington,"8,270","5,596.50","2,160.82",2.252,0.869,"5,598.75","2,161.69",39.30534,-102.603023,Kit Carson<br>CO<br>08063
278,CO,8065,Lake,Durango,"7,310",976.194,376.911,18.124,6.998,994.319,383.909,39.204316,-106.349696,Lake<br>CO<br>08065
279,CO,8067,La Plata,Leadville,"51,334","4,382.46","1,692.08",19.76,7.629,"4,402.22","1,699.71",37.287367,-107.839718,La Plata<br>CO<br>08067
280,CO,8069,Larimer,Fort Collins,"299,630","6,723.61","2,596.00",98.295,37.952,"6,821.91","2,633.95",40.663091,-105.482131,Larimer<br>CO<br>08069
281,CO,8071,Las Animas,Trinidad,"15,507","12,361.16","4,772.67",6.93,2.676,"12,368.09","4,775.35",37.318831,-104.04411,Las Animas<br>CO<br>08071
282,CO,8073,Lincoln,Hugo,"5,467","6,676.02","2,577.63",22.781,8.796,"6,698.80","2,586.42",38.99374,-103.507555,Lincoln<br>CO<br>08073
283,CO,8075,Logan,Sterling,"22,709","4,761.81","1,838.55",16.364,6.318,"4,778.18","1,844.87",40.728091,-103.090464,Logan<br>CO<br>08075
284,CO,8077,Mesa,Grand Junction,"146,723","8,622.00","3,328.97",31.467,12.149,"8,653.47","3,341.12",39.019492,-108.461837,Mesa<br>CO<br>08077
285,CO,8079,Mineral,Creede,712,"2,267.97",875.666,5.222,2.016,"2,273.19",877.682,37.651478,-106.9323,Mineral<br>CO<br>08079
286,CO,8081,Moffat,Craig,"13,795","12,285.07","4,743.29",19.742,7.622,"12,304.81","4,750.91",40.573984,-108.204521,Moffat<br>CO<br>08081
287,CO,8083,Montezuma,Cortez,"25,535","5,256.45","2,029.53",27.517,10.624,"5,283.97","2,040.15",37.338025,-108.595786,Montezuma<br>CO<br>08083
288,CO,8085,Montrose,Montrose,"41,276","5,803.37","2,240.70",4.923,1.901,"5,808.30","2,242.60",38.413427,-108.263042,Montrose<br>CO<br>08085
289,CO,8087,Morgan,Fort Morgan,"28,159","3,316.31","1,280.43",34.474,13.31,"3,350.78","1,293.74",40.262354,-103.807092,Morgan<br>CO<br>08087
290,CO,8089,Otero,La Junta,"18,831","3,268.47","1,261.96",20.052,7.742,"3,288.52","1,269.70",37.88417,-103.72126,Otero<br>CO<br>08089
291,CO,8091,Ouray,Ouray,"4,436","1,402.72",541.593,1.6,0.618,"1,404.32",542.211,38.1506,-107.767133,Ouray<br>CO<br>08091
292,CO,8093,Park,Fairplay,"16,206","5,682.03","2,193.85",43.531,16.807,"5,725.57","2,210.65",39.118914,-105.717648,Park<br>CO<br>08093
293,CO,8095,Phillips,Holyoke,"4,442","1,781.73",687.928,0.302,0.117,"1,782.03",688.045,40.594712,-102.345105,Phillips<br>CO<br>08095
294,CO,8097,Pitkin,Aspen,"17,148","2,514.09",970.697,6.469,2.498,"2,520.56",973.195,39.217533,-106.915943,Pitkin<br>CO<br>08097
295,CO,8099,Prowers,Lamar,"12,551","4,243.42","1,638.40",15.353,5.928,"4,258.78","1,644.32",37.958181,-102.392161,Prowers<br>CO<br>08099
296,CO,8101,Pueblo,Pueblo,"159,063","6,179.98","2,386.10",30.28,11.691,"6,210.26","2,397.80",38.170658,-104.489893,Pueblo<br>CO<br>08101
297,CO,8103,Rio Blanco,Meeker,"6,666","8,342.18","3,220.93",4.868,1.88,"8,347.05","3,222.81",39.972606,-108.200685,Rio Blanco<br>CO<br>08103
298,CO,8105,Rio Grande,Del Norte,"11,982","2,361.96",911.958,0.984,0.38,"2,362.94",912.338,37.485763,-106.453214,Rio Grande<br>CO<br>08105
299,CO,8107,Routt,Steamboat Springs,"23,509","6,117.62","2,362.03",15.826,6.11,"6,133.45","2,368.14",40.48316,-106.985289,Routt<br>CO<br>08107
300,CO,8109,Saguache,Saguache,"6,108","8,206.44","3,168.53",4.455,1.72,"8,210.90","3,170.25",38.033952,-106.246675,Saguache<br>CO<br>08109
301,CO,8111,San Juan,Silverton,699,"1,003.59",387.488,2.036,0.786,"1,005.62",388.274,37.781075,-107.670257,San Juan<br>CO<br>08111
302,CO,8113,San Miguel,Telluride,"7,359","3,332.31","1,286.61",5.214,2.013,"3,337.52","1,288.62",38.009374,-108.427326,San Miguel<br>CO<br>08113
303,CO,8115,Sedgwick,Julesburg,"2,379","1,419.42",548.041,3.531,1.363,"1,422.95",549.404,40.871568,-102.355358,Sedgwick<br>CO<br>08115
304,CO,8117,Summit,Breckenridge,"27,994","1,575.64",608.358,28.283,10.92,"1,603.92",619.278,39.621023,-106.137555,Summit<br>CO<br>08117
305,CO,8119,Teller,Cripple Creek,"23,350","1,442.77",557.055,4.945,1.909,"1,447.71",558.964,38.871994,-105.182552,Teller<br>CO<br>08119
306,CO,8121,Washington,Akron,"4,814","6,521.67","2,518.03",15.207,5.872,"6,536.88","2,523.90",39.965413,-103.209605,Washington<br>CO<br>08121
307,CO,8123,Weld,Greeley,"252,825","10,326.90","3,987.24",76.554,29.558,"10,403.45","4,016.80",40.555794,-104.383649,Weld<br>CO<br>08123
308,CO,8125,Yuma,Wray,"10,043","6,123.78","2,364.41",11.135,4.299,"6,134.92","2,368.70",40.000631,-102.422649,Yuma<br>CO<br>08125
309,CT,9001,Fairfield,Bridgeport,"916,829","1,618.46",624.89,549.162,212.033,"2,167.62",836.923,41.228103,-73.366757,Fairfield <br>CT<br>09001
310,CT,9003,Hartford,Hartford,"894,014","1,903.89",735.097,40.213,15.527,"1,944.11",750.624,41.806053,-72.732916,Hartford <br>CT<br>09003
311,CT,9005,Litchfield,Litchfield,"189,927","2,384.24",920.56,62.166,24.002,"2,446.41",944.562,41.791897,-73.235428,Litchfield <br>CT<br>09005
312,CT,9007,Middlesex,Middletown,"165,676",956.486,369.301,180.684,69.762,"1,137.17",439.063,41.434525,-72.524227,Middlesex <br>CT<br>09007
313,CT,9009,New Haven,New Haven,"862,477","1,565.66",604.506,667.053,257.551,"2,232.72",862.057,41.349717,-72.900204,New Haven <br>CT<br>09009
314,CT,9011,New London,New London,"274,055","1,722.03",664.878,276.666,106.821,"1,998.69",771.699,41.47863,-72.103452,New London <br>CT<br>09011
315,CT,9013,Tolland,Rockville,"152,691","1,062.45",410.214,17.698,6.833,"1,080.15",417.047,41.858076,-72.340977,Tolland <br>CT<br>09013
316,CT,9015,Windham,Willimantic,"118,428","1,328.43",512.91,22.092,8.53,"1,350.52",521.44,41.824999,-71.990702,Windham <br>CT<br>09015
317,DE,10001,Kent,Dover,"162,310","1,518.20",586.179,549.471,212.152,"2,067.67",798.331,39.097088,-75.502982,Kent<br>DE<br>10001
318,DE,10003,New Castle,Wilmington,"538,479","1,104.08",426.286,175.386,67.717,"1,279.46",494.003,39.575915,-75.644132,New Castle<br>DE<br>10003
319,DE,10005,Sussex,Georgetown,"197,145","2,424.43",936.079,674.205,260.312,"3,098.64","1,196.39",38.677511,-75.335495,Sussex<br>DE<br>10005
320,DC,11001,District of Columbia,Washington,"601,723",158.115,61.048,18.885,7.292,177,68.34,38.904149,-77.017094,District of Columbia <br>DC<br>11001
321,FL,12001,Alachua,Gainesville,"247,336","2,266.29",875.02,242.911,93.788,"2,509.20",968.808,29.67574,-82.357221,Alachua<br>FL<br>12001
322,FL,12003,Baker,Macclenny,"27,115","1,515.74",585.231,9.686,3.74,"1,525.43",588.971,30.324442,-82.302284,Baker<br>FL<br>12003
323,FL,12005,Bay,Panama City,"168,852","1,964.40",758.459,711.453,274.694,"2,675.85","1,033.15",30.237563,-85.631348,Bay<br>FL<br>12005
324,FL,12007,Bradford,Starke,"28,520",761.357,293.962,16.905,6.527,778.262,300.489,29.946934,-82.166796,Bradford<br>FL<br>12007
